"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WJJPZ8W6","journalArticle","2013","Ducey, T. F.; Johnson, P. R.; Shriner, A. D.; Matheny, T. A.; Hunt, P. G.","Microbial community structure across a wastewater-impacted riparian buffer zone in the southeastern Coastal Plain","The open microbiology journal","","","10.2174/1874285801307010099","","","2013","2020-10-29 20:09:30","2021-10-19 13:14:24","","99","","","7","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VVGJNCIU","journalArticle","2003","Ducros, C. M. J.; Joyce, C. B.","Field-based evaluation tool for riparian buffer zones in agricultural catchments","Environmental Management","","0364-152X","10.1007/s00267-003-2913-x","://WOS:000186279500007","Riparian buffer zones can improve water quality and enhance habitat, but a comprehensive yet rapid method that can assist the resource manager in assessing the effectiveness of buffers is not available. The aim of this paper is to describe and illustrate the use of a newly developed field-based evaluation tool for riparian buffer zones in agricultural catchments. The Buffer Zone Inventory and Evaluation Form (BZIEF) incorporates criteria-based scoring systems developed from literature review, subsequent peer-review, and then a pilot field study. Use of the BZIEF is demonstrated by comparing buffer zones in three catchments established for water quality and habitat improvement under the Water Fringe Option agrienvironment scheme in England in order to assess whether the buffers were likely to provide environmental enhancement. Results among the three catchments were generally similar; buffer zones scored highly for their abundant vegetation cover, lack of erosion, stream habitat quality, and sufficient width. Furthermore, previous grassland or arable land use did not substantially affect buffer zone ratings. However, the BZIEF indicated that inappropriate soil characteristics in one catchment were likely to constrain buffer zone effectiveness for improving water quality. In another catchment, poor riparian vegetation diversity and structure may yield ineffective habitat enhancement, according to the BZIEF. It was concluded that the BZIEF might be a useful tool for buffer zone comparison and monitoring, even though more work is needed to test and validate the method. For example, the BZIEF could be used to target appropriate locations for buffer zones and is flexible, so could be adapted for different policies, objectives and regions.","2003","2020-10-29 20:09:31","2021-10-19 13:13:59","","252-267","","","32","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5P7GKK3K","journalArticle","2007","Dufková, J.","Determination of wind erosion next to shelterbelts","Acta Universitatis Agriculturae et Silviculturae Mendelianae Brunensis","","","10.11118/actaun200755050065","http://www.scopus.com/inward/record.url?eid=2-s2.0-36448980325&partnerID=40&md5=78966bd96af33f864c7e72ebc5d548ef","The influence of shelterbelts on the erodibility of soil by wind was studied at three chosen shelterbelts of Southern Moravia, Czech Republic - near the shelterbelts in the cadastral areas of Dolní Dunajovice, Micmanice and Suchá Loz. Ambulatory measurements of wind velocity as so as soil sampling for soil humidity analyses, non-erodible and clay particles analyses were done during the year of 2006. Subsequently, real erodibility of soil by wind was determined at these three areas. Results of the measurements and calculations verify positive effect of shelterbelts consisted in wind velocity decreasing (at about 78% in average), soil humidity increasing (at about 102% in average) and soil resistance increasing (at about 70% in average) at the leeward side of the shelterbelts.","2007","2020-10-29 20:09:31","2021-10-19 13:13:44","","65-70","","","55","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4; Shelterbelt; Clay particles; Erodibility; Non-erodible particles; Wind erosion; Wind velocity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBZGDIKZ","journalArticle","2003","Dukes, M. D.; Evans, R. O.; Gilliam, J. W.; Kunickis, S. H.","Interactive effects of controlled drainage and riparian buffers on shallow groundwater qaulity","Journal of Irrigation and Drainage Engineering-Asce","","0733-9437","10.1061/(ASCE)0733-9437(2003)129:2(82)","://WOS:000181888100002","As a result of recent surface water quality problems in North Carolina, riparian buffers and controlled drainage are being used to reduce the loss of nonpoint source nitrogen from agricultural fields. The effect of controlled drainage and riparian buffers as best management practices to reduce the loss of agricultural nonpoint source nitrogen from the middle coastal plain has not been well documented. The middle coastal plain is characterized by intensive agriculture on sandy soils with deeply incised or channelized streams. A 2-year study was conducted to determine the effectiveness of controlled drainage, riparian buffers, and a combination of both in the middle coastal plain of North Carolina. It was hypothesized that raising the water table near the ditch would enhance nitrate-nitrogen reduction through denitrification. On the sandy Soils Studied, controlled drainage did not effectively raise the water table near the ditch to a greater degree than observed on the free drainage treatment. Due to random treatment location, the free drainage treatment was installed along a ditch with a shallower impermeable layer compared to the impermeable layer on the controlled drainage treatments (2 m versus 3- to 4-m deep). This resulted in a perched or higher water table on the free drainage treatment. Over 17 storm events, the riparian buffer (free drainage) treatment had an average groundwater table depth of 0.92 in compared to 0.96 and 1.45 in for the combination (riparian buffer and controlled drainage) and controlled drainage treatments, respectively. Nitrate concentration decrease between the field wells and ditch edge wells averaged 29% (buffer only), 63% (buffer and controlled drainage), and 73% (controlled drainage only). Although apparently more nitrate was removed from the groundwater on the controlled drainage treatments, the controlled drainage treatment water table near the ditch was not raised closer to the ground surface compared to the free drainage treatment. Nitrate removal effectiveness was attributed to local soil and landscape properties, Such as denitrification in deeper reduced zones of the soil profile.","2003","2020-10-29 20:09:32","2021-10-19 13:14:17","","82-92","","","129","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SUD9CMC2","journalArticle","2011","Dunn, A. M.; Julien, G.; Ernst, W. R.; Cook, A.; Doe, K. G.; Jackman, P. M.","Evaluation of buffer zone effectiveness in mitigating the risks associated with agricultural runoff in Prince Edward Island","Science of the Total Environment","","00489697","10.1016/j.scitotenv.2010.11.011","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=57370058&site=ehost-live&scope=site","Abstract: To minimize the risk posed by runoff from row crops, Prince Edward Island introduced buffer legislation in 2000. The legislation mandates 10-m and 20-m buffers, respectively, for moderate sloped (i.e. <5%) and steep sloped (i.e. >5%) agricultural fields that border streams. Since 2001, Environment Canada has been evaluating the effectiveness of various buffer widths on operational farms in reducing toxicity and contaminant concentrations in runoff. Sample collectors, placed in 44 fields at the field edge (0m), 10m and at distances out to 30m, collected overland flow following rainfall-induced runoff events. Samples were collected within 24 hours of an event and analysed for seven pesticides (endosulfan, chlorothalonil, carbofuran, linuron, metribuzin, metalaxyl, mancozeb), water quality parameters and Daphnia magna toxicity. The 10-m buffer required for moderate sloped fields was effective at reducing contaminant concentrations but not always to less than lethal concentrations to Daphnia magna. Limited data beyond 10m for fields of both slope types precluded making recommendations on a suitable buffer width for shallow sloped fields and evaluating the effectiveness of 20-m buffers for steep sloped fields. When paired data were combined and statistically tested for all fields, the studied pesticides underwent a 52-98% and 68-100% reduction in aqueous and particulate concentrations within 10m and 30m, respectively. In addition, by 10m, soluble phosphorus, nitrate-nitrogen and total suspended solids were reduced by 34%, 38% and 64%, respectively. Results suggest buffer zones on operational farms are capable of achieving contaminant reductions comparable to those reported for controlled experiments. Inconsistent siting of sample collectors beyond 10m limited the evaluation of the effects of field slope and buffer width on buffer effectiveness on working farms. Future studies on buffer efficiency on operational farms should focus on building the data set beyond 10m and evaluating load reductions. [Copyright &y& Elsevier] Copyright of Science of the Total Environment is the property of Elsevier Science and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2011","2020-10-29 20:09:32","2021-10-19 13:13:57","","868-882","","","409","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IHUJ93RE","journalArticle","2005","Duriez, Olivier; Ferrand, Yves; Binet, Françoise; Corda, Eve; Gossmann, François; Fritz, Hervé","Habitat selection of the Eurasian woodcock in winter in relation to earthworms availability","Biological Conservation","","00063207","10.1016/j.biocon.2004.08.011","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=15550898&site=ehost-live&scope=site","Abstract: The Eurasian woodcock (Scolopax rusticola) is a game species experiencing high hunting pressure, long-term modifications of its habitats, and with questions regarding its current conservation status. Winter is a season of highest concentration of birds and hunting pressure but woodcock precise habitat requirements are poorly known. It is crucial to assess threats and to develop sustainable management options for the conservation of woodcock populations. During three consecutive winters, we monitored 65 individual woodcocks fitted with radio-tags in Brittany, France. Habitat selection was analysed using GIS and compositional analysis, in relation to vegetation types, soil variables (humus types) and the abundance of their main prey (earthworms). Woodcocks used different habitats diurnally and nocturnally, generally preferring areas with high earthworm biomass. Diurnal habitat selection in forests was associated with humus type (preference for mulls, rich in earthworms) and dense shrub strata (better protection). Hedges with a high density of trees and shrub were also important habitat. At night, grazed meadows were the preferred habitat, containing five times higher biomass of earthworms compared to cultivated fields. Sustainable management of populations requires protection and management of habitats that incorporates food and cover. Forestry practices should preserve rich humus types and coppices by choosing tree species that ameliorate the soil and soil tilling. Changes in landscapes and intensive agricultural practices are current threats to woodcock populations: destruction of hedges, decrease of permanent grazed meadows, impoverishment of soils fauna biomasses from ploughing and chemical applications. However, woodcocks may benefit from the recent development of set-asides, grass field-borders and simplified farm practices (no-tillage and direct sowing). [Copyright &y& Elsevier] Copyright of Biological Conservation is the property of Elsevier Science Publishing Company, Inc. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2005","2020-10-29 20:09:33","2021-10-19 13:14:07","","479-490","","","122","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FP9JFWDL","journalArticle","1999","Durner, G. M.; Gates, J. E.","Spatial ecology of black rat snakes on Remington Farms, Maryland","NCASI Technical Bulletin","","","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0032659746&partnerID=40&md5=b2aa219df586e5e0f00b0322a56a360f","Radiotelemetry was used to study the movement of 32 black rat snakes (Elaphe o. obsoleta) at Remington Farms, Maryland, during 1988-89 to determine potential ways to minimize their predation on nesting birds and small mammals. Decreasing habitat suitability is suggested as a solution by creating broad expanses of unsuitable habitat bordering forests, or maintaining large forest blocks with a low edge-to-area ratio.","1999","2020-10-29 20:09:34","2021-10-19 13:14:46","","149","","781 I","","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"56IQ8KS6","journalArticle","1997","Dyer, L. E.; Landis, D. A.","Influence of noncrop habitats on the distribution of Eriborus terebrans (Hymenoptera: Ichneumonidae) in cornfields","Environmental Entomology","","0046-225X","","://WOS:A1997XU11900025","Eriborus terebrans (Gravenhorst) is the most abundant parasitoid of the European cornborer, Ostrinia nubilalis (Hubner), in Michigan. The within-field distribution of adult E, terebrans was sampled in 1991 and 1992 by placing malaise traps near a wooded edge, near an herbaceous edge, and in the field interior in each of 4 fields of corn, Zea mays L. During the 1st generation of 1991, significantly more females were captured in wooded-edge traps than in herbaceous-edge or interior traps. In the Ist generation of 1992, more females were again captured in wooded-edge traps in 2 fields, whereas in the other 2 fields, more were captured in both herbaceous-edge and wooded-edge traps than interior traps. In the 2nd generation of both years, there was no consistent pattern of distribution of adult females among sites. The distribution pattern of adult females among fields was not consistently correlated with the distribution of O. nubilalis larvae or percentage parasitism. Overall, fen er males were captured than females, and in the Ist generation of both years, more males were captured near wooded edges of cornfields in which the previous crop had been corn, than any other sites. Both male and female E, terebrans were captured in malaise traps at the interface of a woodlot canopy and a cornfield with capture zones from 1 to 4.3 m high. We propose that E. terebrans distribution in cornfields is influenced by resources such as sugar and a moderate microclimate present in adjacent woodlots but unavailable in early-season cornfields. Perennial noncrop habitats may play an important role in conservation of natural enemies for biological control.","1997","2020-10-29 20:09:34","2021-10-19 13:14:11","","924-932","","","26","","","","","","","","","","","","","","","","","","","","https://www.crossref.org/openurl?pid=zoteroDOI@wiernik.org&url_ver=Z39.88-2004&ctx_ver=Z39.88-2004&rfr_id=info%3Asid%2Fzotero.org%3A2&rft_val_fmt=info%3Aofi%2Ffmt%3Akev%3Amtx%3Ajournal&rft.genre=article&rft.atitle=Influence%20of%20noncrop%20habitats%20on%20the%20distribution%20of%20Eriborus%20terebrans%20(Hymenoptera%3A%20Ichneumonidae)%20in%20cornfields&rft.jtitle=Environmental%20Entomology&rft.volume=26&rft.aufirst=L.%20E.&rft.aulast=Dyer&rft.au=L.%20E.%20Dyer&rft.au=D.%20A.%20Landis&rft.date=1997&rft.pages=924-932&rft.spage=924&rft.epage=932&rft.issn=0046-225X","eppi-reviewer4","❓ Multiple DOI","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"S583ZZ8I","journalArticle","1997","Edwards, D. R.; Moore, Jr.; Pa; Daniel, T. C.; Srivastava, P.; Nichols, D. J.","Vegetative filter strip removal of metals in runoff from poultry litter-amended fescuegrass plots","Transactions of the ASAE","","0001-2351","","","","1997","2020-10-29 20:09:35","2020-10-29 20:09:35","","121-127","","1","40","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CLC3LDG2","thesis","2004","Egeh Mohamud, Hussein","Modeling surface soil and phosphorus transport using DSSAT models","","","","","http://search.proquest.com/docview/305169748?accountid=38978 http://link.sub.su.se/?url_ver=Z39.88-2004&rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&genre=dissertations+%26+theses&sid=ProQ:ProQuest+Dissertations+%26+Theses+A%26I&atitle=&title=Modeling+surface+soil+and+phosphorus+transport+using+DSSAT+models&issn=&date=2004-01-01&volume=&issue=&spage=&au=Egeh%2C+Mohamud+Hussein&isbn=&jtitle=&btitle=&rft_id=info:eric/&rft_id=info:doi/","Computer simulation models are regarded as important tools to address concerns about the environmental impact of agricultural activities and have increasingly been used to complement field research. The CERES-Maize and CROPGRO-Soybean, two of the main crop growth models incorporated into the Decision Support System for Agrotechnology Transfer (DSSAT), were developed to simulate the effects of environmental conditions, different management strategies, and genetics on crop growth and development. These models currently do not have an option for calculating erosion and phosphorus (P) dynamics. In this study, the Modified Universal Soil Loss Equation (MUSLE) and sediment-bound P model were incorporated into CERES-Maize and CROPGRO-Soybean models. The evapotranspiration component of the CERES model was also evaluated to test the ability of the model to simulate the effects of shelterbelts on corn transpiration. Two years of sap flow data collected from corn plants in a sheltered (3H) and unsheltered (25H) areas in a field near Ogden, Iowa, were used for model testing. Results showed that the CERES-Maize model simulated daily plant transpiration well in both sheltered and unsheltered areas with RMSE of 0.53mm d -1 (3H) and 0.75mm d-1 (25H) in 2001, and 0.85mm d-1 (3H) and 0.59mm d-1 (25H) in 2002. Average coefficient of determination (r2 ) for 2001 and 2002 was 0.90 and 0.73, respectively. After erosion and sediment-bound P subroutines were incorporated into CERES-Maize and CROPGRO-Soybean, the models were calibrated and tested using five years of data collected from two field sites in a watershed in Tama County, Iowa. Results showed that generally both models tended to over or underpredict daily sediment and sediment-bound P losses from fields, but they simulated seasonal values reasonably well. For CERES model, the error between simulated and measured seasonal sediment losses was less than 10% in three out of the five years, while in four out of the five years, the difference between simulated and measured sediment loss was less than 15% for the CROPGRO. The study indicated that both models did not seem to give good estimates of daily sediment and P losses, but they can be used to simulate the long-term (seasonal) losses with reasonable accuracy.","2004","2020-10-29 20:09:35","2020-10-29 20:09:35","","","159-159 p.","","","","","","","","","","","Ann Arbor","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4RCTWVAT","journalArticle","2013","Eggenschwiler, Lisa; Speiser, Bernhard; Bosshard, Andreas; Jacot, Katja","Improved field margins highly increase slug activity in Switzerland","Agronomy for Sustainable Development (Springer Science & Business Media B.V.)","","17740746","10.1007/s13593-012-0101-1","https://ezp.sub.su.se/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=aph&AN=85923668&site=ehost-live&scope=site","Most field margins on arable land in Switzerland are narrow and intensively managed. As a consequence, field margins generally harbour few plant and animal species. To enhance biodiversity in arable landscapes, sown species-rich field margins, so-called improved field margins, were introduced in 2008 as a part of the Swiss agri-environment scheme. Here, we tested whether improved field margins increase slug activity density. Slug activity density in and next to improved field margins was compared to slug activity in and next to conventional field margins. Over a period of 3 years, slugs were sampled in three regions in northern Switzerland in late spring using bait stations. Our results show that improved field margins have higher slug activity density, of +191 %, than conventional field margins, independently of the region. The predominant slugs were Arion lusitanicus and Deroceras spp. While A. lusitanicus was generally more abundant in field margins than in fields, with intermediate numbers in the adjacent crop margins, Deroceras spp. showed a more even distribution. [ABSTRACT FROM AUTHOR] Copyright of Agronomy for Sustainable Development (Springer Science & Business Media B.V.) is the property of Springer Science & Business Media B.V. and its content may not be copied or emailed to multiple sites or posted to a listserv without the copyright holder's express written permission. However, users may print, download, or email articles for individual use. This abstract may be abridged. No warranty is given about the accuracy of the copy. Users should refer to the original published version of the material for the full abstract. (Copyright applies to all Abstracts.)","2013","2020-10-29 20:09:36","2021-10-19 13:14:08","","349-354","","","33","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2TX9SVBC","journalArticle","2000","Eghball, B.; Gilley, J. E.; Kramer, L. A.; Moorman, T. B.","Narrow grass hedge effects on phosphorus and nitrogen in runoff following manure and fertilizer application","Journal of Soil and Water Conservation","","","","http://www.scopus.com/inward/record.url?eid=2-s2.0-0033902964&partnerID=40&md5=0b4c26c1bb4b84fc1fe2613a507d6d7a","Runoff losses of nitrogen (N) and phosphorus (P) from field applied manure can contribute to surface water pollution. Grass hedges may reduce runoff losses of nutrients and sediment. The objective of this study was to evaluate the effects of narrow switchgrass (Panicum virgatum L.) hedges (-0.75 m wide) on the transport of P and N from a field receiving beef cattle feedlot manure under tilled and no-till conditions. This study was conducted on a steep (12% average slope) Monona silt loam fine-silty, mixed, superactive, mesic Typic Hapludolls) soil near Treynor, Iowa. The experiment was a split-plot with no-till and disked systems as main plots and subplots of manure, fertilizer, and check with or without a grass hedge. A rainfall simulator was used and runoff was collected from both the initial and the following wet simulations. Only 38% of the no-till plots and 63% of disked plots had any runoff during the initial 6.4 cm hr -1 water application. A single narrow grass hedge reduced runoff concentrations of dissolved P (DP) by 47%, bioavailable P (BAP) by 48%, particulate P (PP) by 38%, total P (TP) by 40%, and NH 4-N by 60% during the wet simulation on the no-till plots receiving manure, compared with similar plots with no hedges. The corresponding reductions in concentrations as a result of a grass hedge for DP, BAP, PP, TP, and NH 4-N on the disked plots were 21, 29, 43, 38, and 52%, respectively. Runoff NH 4-N concentration from fertilizer applied to the disked plots was reduced by 61%, NO 3-N by 21%, and total N (TN) by 27% during the wet simulation when grass hedges were used. Grass hedges also reduced total quantities of DP, BAP, TP, and NH 4-N during the wet simulation. The TP loss was 3.3% of applied fertilizer and was 0.3% of applied manure P. Narrow grass hedges were effective in reducing P and N losses in runoff from both manure and fertilizer application.","2000","2020-10-29 20:09:36","2021-10-19 13:14:28","","172-176","","","55","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","⛔ No DOI found","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NQIRYYWF","journalArticle","2012","Ekroos, J.; Kuussaari, M.","Landscape context affects the relationship between local and landscape species richness of butterflies in semi-natural habitats","Ecography","","0906-7590","10.1111/j.1600-0587.2011.07005.x","://WOS:000300979800005","Local species richness of butterflies can be expected to benefit from both local habitat properties as well as the availability of suitable habitats and source populations in the surrounding landscape. Whether local species richness is dependent on local or landscape factors can be assessed by examining the relationship between local and landscape species richness. Here we studied how local species richness is related to landscape-level species richness in landscapes differing in agricultural intensity. The relationship was linear for field boundaries in intensively cultivated landscapes and non-linear in less-intensively cultivated landscapes. In landscapes containing semi-natural grasslands (on average 4% of overall land-use), the relationship was non-linear for field boundaries, but linear when considering local species richness of the grasslands themselves. These results show that local factors are more important than landscape factors in determining local species richness in landscapes which contained semi-natural grasslands. Local species richness was limited by landscape factors in intensively cultivated landscapes. This interpretation was supported by the relationship between local species richness and landscape-scale average mobility and generalist percentage of butterfly assemblages. We conclude that the management of field boundary habitat quality for butterflies is expected to be most effective in landscapes with semi-natural grasslands, the species composition of which in turn is dependent on the regional occurrence of grasslands. Based on our results, managing non-crop habitats for the conservation of habitat specialists and species with poor mobility will be most efficient in regions where patches of semi-natural grasslands occur.","2012","2020-10-29 20:09:37","2021-10-19 13:14:19","","232-238","","","35","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EHIU8VHN","journalArticle","2008","Ekroos, J.; Piha, M.; Tiainen, J.","Role of organic and conventional field boundaries on boreal bumblebees and butterflies","Agriculture Ecosystems & Environment","","0167-8809","10.1016/j.agee.2007.09.003","://WOS:000254944900001","This study examined how field boundary habitat quality and farming system (organic or conventional) affect species richness and abundance of diurnal lepidopterans and bumblebees in boreal agricultural landscapes. The results showed positive effects of field boundary area on lepidopteran diversity, as well as positive effects of nectar flower abundance on lepidopterans and bumblebee abundance. Organic farming did not show any significant effects on lepidopteran diversity. The results suggested that a successful conservation strategy for lepidopterans occurring in boreal agroecosystems depend on proper management of field boundaries, irrespective of farming regime. As bumblebee diversity tended to be higher at organic plots it is concluded that these important pollinators might be able to react on even small changes in habitat quality of cultivated lands. The results concord with a general hypothesis that effects of organic farming might be overpowered by effects of landscape structure in heterogeneous landscapes. (c) 2007 Elsevier B.V. All rights reserved.","2008","2020-10-29 20:09:37","2021-10-19 13:14:38","","155-159","","","124","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EAQR2MS7","report","2005","Emmingham William, H.; Bishaw, Badege; Rogers William, Reinhold","Tree buffers along streams on western Oregon Farmland","","","","","","","2005","2020-10-29 20:09:38","2020-10-29 20:09:38","","","","","","","","","","","","","Corvallis, Or.: Extension Service, Oregon State University","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V62VV3ER","journalArticle","2011","Enanga, E. M.; Shivoga, W. A.; Maina-Gichaba, C.; Creed, I. F.","Observing Changes in Riparian Buffer Strip Soil Properties Related to Land Use Activities in the River Njoro Watershed, Kenya","Water Air and Soil Pollution","","0049-6979","10.1007/s11270-010-0670-z","://WOS:000290724400052","Riparian buffer strip guidelines are under scrutiny in the River Njoro Watershed in Kenya. This study investigated soil properties (bulk density, carbon, nitrogen, and phosphorus) in different land use types (small scale agriculture in recent settlements, mixed agriculture in established peri-urban settlements, large-scale commercial agriculture, and the gazetted forest reference condition) and their adjacent buffer strips. Bulk density, carbon, nitrogen, and phosphorus within 30-m riparian buffer strips adjacent to recent settlement land use areas were similar to those of the gazetted forest reference condition, but only bulk density of the buffer strips adjacent to peri-urban and commercial agriculture land use areas were similar to the gazetted forest reference condition. Phosphorus is a sensitive indicator of the impacts of human activity, as increased concentrations were observed with increasing scale of land use activity. For riparian buffers adjacent to recent settlements, soil phosphorus was significantly higher in buffers narrower than 30 m (5.01 mg P kg(-1)) than gazetted forest (3.40 mg P kg(-1)) but not significantly different for riparian buffers wider than 30 m (3.81 mg P kg(-1)) compared to gazetted forest. Based on the research, it is recommended that policies governing riparian buffer strips become (1) stricter, with the current ""maximum"" of 30 m considered a minimum; and (2) adaptive, with 30 m used in small-scale agricultural areas, and wider riparian buffer strips used in medium- and large-scale agricultural areas.","2011","2020-10-29 20:09:38","2021-10-19 13:14:32","","587-601","","","218","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3TDJ3KWF","journalArticle","2000","Entry, J. A.; Hubbard, R. K.; Thies, J. E.; Fuhrmann, J. J.","The influence of vegetation in riparian filterstrips on coliform bacteria: I. Movement and survival in water","Journal of Environmental Quality","","","","http://www.scopus.com/inward/record.url?eid=2-s2.0-0034234324&partnerID=40&md5=b2596a72af61f71bf39dfed7300c1b17","Swine (Sus scrofa) wastewater was applied to three separate 4 m wide x 30 m long riparian filterstrips consisting of 20 m grass and 10 m forest, 10 m grass and 20 m forest, and 10 m grass and 20 m maidencane (Panicum hemitomon Schult.) in Southern Georgia during each season. Total and fecal Coliform numbers in the applied wastewater pulse did not decline as water moved downslope regardless of vegetation type or season. The pulse of applied wastewater did not move beyond 15 m in any treatment in autumn or summer (dry seasons) and only moved beyond 7.5 m in the 20 m grass-10 m forest treatment in the summer. Total and fecal coliform numbers in soil water and shallow ground water declined by approximately 10-fold every 7 d for the first 14 d regardless of vegetative treatment or season. Soil temperature and soil moisture correlated with total coliform bacteria in both 1.5 m wells (r2 = 0.89) and 2.0 m wells (r2 = 0.89), and with fecal coliform bacteria in 1.5 (r2 = 0.82) and 2.0 m (r2 = 0.76) wells. Animal production operations may need to locate in warm- dry climates so animal waste can be applied to lands to help ensure enteric bacteria input to surface and ground water will not occur. Swine (Sus scrofa) wastewater was applied to three separate 4 m wide × 30 m long riparian filterstrips consisting of 20 m grass and 10 m forest, 10 m grass and 20 m forest, and 10 m grass and 20 m maidencane (Panicum hemitomon Schult.) in Southern Georgia during each season. Total and fecal coliform numbers in the applied wastewater pulse did not decline as water moved downslope regardless of vegetation type or season. The pulse of applied wastewater did not move beyond 15 m in any treatment in autumn or summer (dry seasons) and only moved beyond 7.5 m in the 20 m grass-10 m forest treatment in the summer. Total and fecal coliform numbers in soil water and shallow ground water declined by approximately 10-fold every 7 d for the first 14 d regardless of vegetative treatment or season. Soil temperature and soil moisture correlated with total coliform bacteria in both 1.5 m wells (r2 = 0.89) and 2.0 m wells (r2 = 0.89), and with fecal coliform bacteria in 1.5 (r2 = 0.82) and 2.0 m (r2 = 0.76) wells. Animal production operations may need to locate in warm-dry climates so animal waste can be applied to lands to help ensure enteric bacteria input to surface and ground water will not occur.","2000","2020-10-29 20:09:39","2020-10-29 20:09:39","","1206-1214","","","29","","","","","","","","","","","","","","","","","","","","","eppi-reviewer4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
