"","data.lens_id","data.title","data.publication_type","data.year_published","first_name","last_name","initials","type","value","Author"
"31","047-022-834-071-036","A comparison of green lanes and field margins as bumblebee habitat in an arable landscape","journal article",2002,"Tim H.","Sparks","TH","magid","2131558508","Sparks, TH"
"32","094-060-953-943-724","A farm-scale evaluation of the influence of hedgerow cutting frequency on hawthorn (Crataegus monogyna) berry yields","journal article",2002,"Philip J.","Croxton","PJ","magid","2228367754","Croxton, PJ"
"33","094-060-953-943-724","A farm-scale evaluation of the influence of hedgerow cutting frequency on hawthorn (Crataegus monogyna) berry yields","journal article",2002,"Tim H.","Sparks","TH","magid","2131558508","Sparks, TH"
"34","096-197-889-670-548","A model to evaluate windbreak protection efficiency","journal article",1995,"H.","Zhang","H","magid","2643089801","Zhang, H"
"35","096-197-889-670-548","A model to evaluate windbreak protection efficiency","journal article",1995,"James R.","Brandle","JR","magid","1962060530","Brandle, JR"
"36","096-197-889-670-548","A model to evaluate windbreak protection efficiency","journal article",1995,"G. E.","Meyer","GE","magid","2715259668","Meyer, GE"
"37","096-197-889-670-548","A model to evaluate windbreak protection efficiency","journal article",1995,"Laurie","Hodges","L","magid","2138912285","Hodges, L"
"38","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Kati","Räsänen","K","magid","2343785136","Räsänen, K"
"39","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Riikka","Nousiainen","R","magid","2611528842","Nousiainen, R"
"40","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Sari","Autio","S","magid","1971726045","Autio, S"
"41","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Sirpa","Kurppa","S","magid","2793454772","Kurppa, S"
"42","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Sanni","Junnila","S","magid","2137175963","Junnila, S"
"43","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Kari","Tiilikkala","K","magid","2127022985","Tiilikkala, K"
"44","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Lauri","Jauhiainen","L","magid","2329624736","Jauhiainen, L"
"45","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Sari","Rämö","S","magid","3146966085","Rämö, S"
"46","050-919-262-884-000","A synthesis report on implementation of IPM and demonstrating the aquatic risks of plant protection products on a Nordic-Baltic scale",NA,2013,"Riitta","Lemola","R","magid","1739943541","Lemola, R"
"47","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Mizanur Md.","Rahman","MM","magid","3039998318","Rahman, MM"
"48","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Marina","Basaglia","M","magid","2247272928","Basaglia, M"
"49","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Lorenzo","Favaro","L","magid","2059016937","Favaro, L"
"50","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Bruno","Boz","B","magid","2090638209","Boz, B"
"51","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Bruna","Gumiero","B","magid","2115136701","Gumiero, B"
"52","008-125-115-932-511","A wooded riparian strip set up for nitrogen removal can affect the water flux microbial composition","journal article",2014,"Sergio","Casella","S","magid","1979268955","Casella, S"
"53","176-741-497-170-524","A-horizon dynamics in a historical hedged landscape","journal article",2009,"Stéphane","Follain","S","magid","2486827403","Follain, S"
"54","176-741-497-170-524","A-horizon dynamics in a historical hedged landscape","journal article",2009,"Christian","Walter","C","magid","2171080185","Walter, C"
"55","176-741-497-170-524","A-horizon dynamics in a historical hedged landscape","journal article",2009,"Philippe","Bonté","P","magid","2042667434","Bonté, P"
"56","176-741-497-170-524","A-horizon dynamics in a historical hedged landscape","journal article",2009,"Dominique","Marguerie","D","magid","1927541745","Marguerie, D"
"57","176-741-497-170-524","A-horizon dynamics in a historical hedged landscape","journal article",2009,"Irène","Lefèvre","I","magid","2091592750","Lefèvre, I"
"58","015-573-393-726-737","APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers","journal article",2010,"Sandeep","Kumar","S","magid","3180424817","Kumar, S"
"59","015-573-393-726-737","APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers","journal article",2010,"Ranjith P.","Udawatta","RP","magid","297348948","Udawatta, RP"
"60","015-573-393-726-737","APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers","journal article",2010,"Stephen H.","Anderson","SH","magid","2101347929","Anderson, SH"
"61","015-573-393-726-737","APEX model simulation of runoff and sediment losses for grazed pasture watersheds with agroforestry buffers","journal article",2010,"Ashish","Mudgal","A","magid","2169000023","Mudgal, A"
"62","128-222-836-109-002","AVIAN NEST DENSITY AND SUCCESS IN GRASSED WATERWAYS IN IOWA ROWCROP FIELDS",NA,1994,"Georgia G.","Bryan","GG","magid","2643308534","Bryan, GG"
"63","128-222-836-109-002","AVIAN NEST DENSITY AND SUCCESS IN GRASSED WATERWAYS IN IOWA ROWCROP FIELDS",NA,1994,"Louis B.","Best","LB","magid","2116257043","Best, LB"
"64","039-197-226-828-079","Abatement of Ground Water Phosphate in Giant Cane and Forest Riparian Buffers","journal article",2005,"Christopher R.","Blattel","CR","magid","2306053230","Blattel, CR"
"65","039-197-226-828-079","Abatement of Ground Water Phosphate in Giant Cane and Forest Riparian Buffers","journal article",2005,"Karl W. J.","Williard","KWJ","magid","1247695017","Williard, KWJ"
"66","039-197-226-828-079","Abatement of Ground Water Phosphate in Giant Cane and Forest Riparian Buffers","journal article",2005,"Sara G.","Baer","SG","magid","2033751216","Baer, SG"
"67","039-197-226-828-079","Abatement of Ground Water Phosphate in Giant Cane and Forest Riparian Buffers","journal article",2005,"James J.","Zaczek","JJ","magid","629654489","Zaczek, JJ"
"68","008-467-759-539-985","Abatement of NO3-N concentration in agricultural waters by narrow buffer strips.","journal article",2002,"Maurizio","Borin","M","magid","2003423595","Borin, M"
"69","008-467-759-539-985","Abatement of NO3-N concentration in agricultural waters by narrow buffer strips.","journal article",2002,"Elisa","Bigon","E","magid","2178251303","Bigon, E"
"70","109-858-282-831-697","Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff","journal article",2010,"Kris W.","Knight","KW","magid","2245824502","Knight, KW"
"71","109-858-282-831-697","Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff","journal article",2010,"Richard C.","Schultz","RC","magid","2170959804","Schultz, RC"
"72","109-858-282-831-697","Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff","journal article",2010,"Catherine M.","Mabry","CM","magid","2141218152","Mabry, CM"
"73","109-858-282-831-697","Ability of Remnant Riparian Forests, With and Without Grass Filters, to Buffer Concentrated Surface Runoff","journal article",2010,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"74","031-196-690-138-033","Abiotic and biotic factors influencing the winter distribution of predatory insects.","journal article",1992,"Matthew B.","Thomas","MB","magid","2135687599","Thomas, MB"
"75","031-196-690-138-033","Abiotic and biotic factors influencing the winter distribution of predatory insects.","journal article",1992,"Heidi J.","Mitchell","HJ","magid","2601192770","Mitchell, HJ"
"76","031-196-690-138-033","Abiotic and biotic factors influencing the winter distribution of predatory insects.","journal article",1992,"Stephen D.","Wratten","SD","magid","2083225834","Wratten, SD"
"77","158-767-540-849-130","Absence of windbreaks and replanting citrus in solid sets increase density of Asian citrus psyllid populations","journal article",2015,"Xavier","Martini","X","magid","1473318472","Martini, X"
"78","158-767-540-849-130","Absence of windbreaks and replanting citrus in solid sets increase density of Asian citrus psyllid populations","journal article",2015,"Kirsten S.","Pelz-Stelinski","KS","magid","2122513444","Pelz-Stelinski, KS"
"79","158-767-540-849-130","Absence of windbreaks and replanting citrus in solid sets increase density of Asian citrus psyllid populations","journal article",2015,"Lukasz L.","Stelinski","LL","magid","59413235","Stelinski, LL"
"80","020-544-650-878-888","Abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes","journal article",2012,"Thomas P.","Sullivan","TP","magid","2133107554","Sullivan, TP"
"81","020-544-650-878-888","Abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes","journal article",2012,"Druscilla S.","Sullivan","DS","magid","3121162453","Sullivan, DS"
"82","020-544-650-878-888","Abundance and diversity of small mammals in response to various linear habitats in semi-arid agricultural landscapes","journal article",2012,"H.M.A.","Thistlewood","HMA","magid","2624158236","Thistlewood, HMA"
"83","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"Elizabeth","Mbuthia","E","magid","2675675904","Mbuthia, E"
"84","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"J","Shariff","J","magid","2508775001","Shariff, J"
"85","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"Anantanarayanan","Raman","A","magid","1997571212","Raman, A"
"86","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"Dennis","Hodgkins","D","magid","2430008786","Hodgkins, D"
"87","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"Helen I.","Nicol","HI","magid","1974644717","Nicol, HI"
"88","062-420-815-021-292","Abundance and diversity of soil arthropods and fungi in shelterbelts integrated with pastures in the central tablelands of New South Wales, Australia.","journal article",2018,"Stephen","Mannix","S","magid","2547886018","Mannix, S"
"89","118-271-355-706-365","Abundance and species richness of field‐margin and pasture spiders (Araneae) in Canterbury, New Zealand","journal article",2003,"A. R. G.","Mclachlan","ARG","magid","2690148846","Mclachlan, ARG"
"90","118-271-355-706-365","Abundance and species richness of field‐margin and pasture spiders (Araneae) in Canterbury, New Zealand","journal article",2003,"Stephen D.","Wratten","SD","magid","2083225834","Wratten, SD"
"91","077-834-219-997-306","Abundance thresholds and the underlying ecological processes: Field voles Microtus agrestis in a fragmented landscape","journal article",2011,"Anna R.","Renwick","AR","magid","3118110389","Renwick, AR"
"92","077-834-219-997-306","Abundance thresholds and the underlying ecological processes: Field voles Microtus agrestis in a fragmented landscape","journal article",2011,"Xavier","Lambin","X","magid","232996730","Lambin, X"
"93","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Catherine E.","Dandie","CE","magid","1981886444","Dandie, CE"
"94","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Sophie","Wertz","S","magid","2171676225","Wertz, S"
"95","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Caissie L.","Leclair","CL","magid","2137081925","Leclair, CL"
"96","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Claudia","Goyer","C","magid","2088678533","Goyer, C"
"97","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"David L.","Burton","DL","magid","2133353414","Burton, DL"
"98","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Cheryl L.","Patten","CL","magid","1975337341","Patten, CL"
"99","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Bernie J.","Zebarth","BJ","magid","1987784602","Zebarth, BJ"
"100","101-888-749-870-953","Abundance, diversity and functional gene expression of denitrifier communities in adjacent riparian and agricultural zones","journal article",2011,"Jack T.","Trevors","JT","magid","32560234","Trevors, JT"
"101","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"Yu. G.","Chendev","YG","magid","2286728070","Chendev, YG"
"102","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"Thomas J.","Sauer","TJ","magid","2115363680","Sauer, TJ"
"103","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"A. N.","Gennadiev","AN","magid","1958196653","Gennadiev, AN"
"104","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"L. L.","Novykh","LL","magid","422908725","Novykh, LL"
"105","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"A. N.","Petin","AN","magid","2590571906","Petin, AN"
"106","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"V. I.","Petina","VI","magid","2487451100","Petina, VI"
"107","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"E. A.","Zazdravnykh","EA","magid","2478375941","Zazdravnykh, EA"
"108","011-038-839-577-538","Accumulation of organic carbon in chernozems (Mollisols) under shelterbelts in Russia and the United States","journal article",2015,"C. L.","Burras","CL","magid","2701921699","Burras, CL"
"109","087-286-707-662-159","Activity and satiation state in Pterostichus melanarius: an experiment in different agricultural habitats","journal article",2001,"Elisabeth","Fournier","E","magid","2084751056","Fournier, E"
"110","087-286-707-662-159","Activity and satiation state in Pterostichus melanarius: an experiment in different agricultural habitats","journal article",2001,"Michel","Loreau","M","magid","175096743","Loreau, M"
"111","117-074-543-175-080","Adsorption and Desorption of Metolachlor and Metolachlor Metabolites in Vegetated Filter Strip and Cultivated Soil","journal article",2004,"L. J.","Krutz","LJ","magid","2894466674","Krutz, LJ"
"112","117-074-543-175-080","Adsorption and Desorption of Metolachlor and Metolachlor Metabolites in Vegetated Filter Strip and Cultivated Soil","journal article",2004,"Scott A.","Senseman","SA","magid","2081729570","Senseman, SA"
"113","117-074-543-175-080","Adsorption and Desorption of Metolachlor and Metolachlor Metabolites in Vegetated Filter Strip and Cultivated Soil","journal article",2004,"Kevin J.","McInnes","KJ","magid","2151936629","McInnes, KJ"
"114","117-074-543-175-080","Adsorption and Desorption of Metolachlor and Metolachlor Metabolites in Vegetated Filter Strip and Cultivated Soil","journal article",2004,"Dennis W.","Hoffman","DW","magid","2224125204","Hoffman, DW"
"115","117-074-543-175-080","Adsorption and Desorption of Metolachlor and Metolachlor Metabolites in Vegetated Filter Strip and Cultivated Soil","journal article",2004,"Dennis P.","Tierney","DP","magid","2074586124","Tierney, DP"
"116","046-446-501-703-050","Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil.","journal article",2003,"L. J.","Krutz","LJ","magid","2894466674","Krutz, LJ"
"117","046-446-501-703-050","Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil.","journal article",2003,"Scott A.","Senseman","SA","magid","2081729570","Senseman, SA"
"118","046-446-501-703-050","Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil.","journal article",2003,"Kevin J.","McInnes","KJ","magid","2151936629","McInnes, KJ"
"119","046-446-501-703-050","Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil.","journal article",2003,"David A.","Zuberer","DA","magid","2161735454","Zuberer, DA"
"120","046-446-501-703-050","Adsorption and desorption of atrazine, desethylatrazine, deisopropylatrazine, and hydroxyatrazine in vegetated filter strip and cultivated soil.","journal article",2003,"Dennis P.","Tierney","DP","magid","2074586124","Tierney, DP"
"121","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"Mike","Dosskey","M","magid","2864002571","Dosskey, M"
"122","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"Surendran","Neelakantan","S","magid","2135156473","Neelakantan, S"
"123","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"T. G.","Mueller","TG","magid","2284366233","Mueller, TG"
"124","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"Todd","Kellerman","T","magid","2153839338","Kellerman, T"
"125","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"Matthew J.","Helmers","MJ","magid","1481917722","Helmers, MJ"
"126","111-202-586-335-22X","AgBufferBuilder: A geographic information system (GIS) tool for precision design and performance assessment of filter strips","journal article",2015,"Eduardo","Rienzi","E","magid","2024060234","Rienzi, E"
"127","122-193-974-026-944","Aggregate-Size Stability Distribution and Soil Stability","journal article",2004,"Carmen O.","Márquez","CO","magid","2616871055","Márquez, CO"
"128","122-193-974-026-944","Aggregate-Size Stability Distribution and Soil Stability","journal article",2004,"Víctor J.","García","VJ","magid","2509117219","García, VJ"
"129","122-193-974-026-944","Aggregate-Size Stability Distribution and Soil Stability","journal article",2004,"Cynthia A.","Cambardella","CA","magid","2108065356","Cambardella, CA"
"130","122-193-974-026-944","Aggregate-Size Stability Distribution and Soil Stability","journal article",2004,"Richard C.","Schultz","RC","magid","2170959804","Schultz, RC"
"131","122-193-974-026-944","Aggregate-Size Stability Distribution and Soil Stability","journal article",2004,"Thomas M.","Isenhart","TM","magid","1978911463","Isenhart, TM"
"132","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"Thomas","C.F.G.","T","magid","2120930427","C.F.G., T"
"133","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"L.","Parkinson","L","magid","2641103813","Parkinson, L"
"134","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"Georgianne J. K.","Griffiths","GJK","magid","2181544860","Griffiths, GJK"
"135","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"A. Fernandez","Garcia","AF","magid","2495130252","Garcia, AF"
"136","058-743-931-737-265","Aggregation and temporal stability of carabid beetle distributions in field and hedgerow habitats","journal article",2001,"E. J. P.","Marshall","EJP","magid","2679527388","Marshall, EJP"
"137","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"Richard K.","Broughton","RK","magid","2148562233","Broughton, RK"
"138","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"Richard F.","Shore","RF","magid","2283854583","Shore, RF"
"139","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"Matthew S.","Heard","MS","magid","2135179311","Heard, MS"
"140","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"Sam R.","Amy","SR","magid","1963809129","Amy, SR"
"141","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"W. R.","Meek","WR","magid","2114800705","Meek, WR"
"142","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"John W.","Redhead","JW","magid","2154440384","Redhead, JW"
"143","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"A.","Turk","A","magid","1999989844","Turk, A"
"144","111-298-852-298-484","Agri-environment scheme enhances small mammal diversity and abundance at the farm-scale","journal article",2014,"Richard F.","Pywell","RF","magid","2047440332","Pywell, RF"
"145","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"John M.","Holland","JM","magid","2202365680","Holland, JM"
"146","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"H.","Oaten","H","magid","2661377895","Oaten, H"
"147","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"S.","Moreby","S","magid","2500089440","Moreby, S"
"148","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"T.","Birkett","T","magid","2482385022","Birkett, T"
"149","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"J.","Simper","J","magid","1963606170","Simper, J"
"150","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"S.","Southway","S","magid","2196838707","Southway, S"
"151","111-596-480-904-29X","Agri-environment scheme enhancing ecosystem services: A demonstration of improved biological control in cereal crops","journal article",2012,"Barbara","Smith","B","magid","2607337941","Smith, B"
"152","056-244-188-471-763","Agri-environment schemes and butterflies: the utilisation of 6 m grass margins","journal article",2005,"Robin","Field","R","magid","2647178937","Field, R"
"153","056-244-188-471-763","Agri-environment schemes and butterflies: the utilisation of 6 m grass margins","journal article",2005,"Tim","Gardiner","T","magid","2799511157","Gardiner, T"
